Id do registro,Id do registro,Id do registro,Id do registro,ID da Empresa,ID da Empresa,ID da Empresa,ID da Empresa,ID do Negócio,ID do Negócio,ID do Negócio,ID do Negócio,Nome do Contato,Nome do Contato,Nome do Contato,Nome do Contato,Responsável,Responsável,Responsável,Responsável,Equipe,Equipe,Equipe,Equipe,Nível de Relacionamento,Nível de Relacionamento,Nível de Relacionamento,Nível de Relacionamento,Data de Criação,Data de Criação,Data de Criação,Data de Criação,Atualizado em,Atualizado em,Atualizado em,Atualizado em,Função de Compra,Função de Compra,Função de Compra,Função de Compra,Função de Impacto,Função de Impacto,Função de Impacto,Função de Impacto,Função de Formalização,Função de Formalização,Função de Formalização,Função de Formalização,Assinante,Assinante,Assinante,Assinante,Cargo,Cargo,Cargo,Cargo,Departamento,Departamento,Departamento,Departamento,Área,Área,Área,Área,Equipe.1,Equipe.1,Equipe.1,Equipe.1,Líder Direto,Líder Direto,Líder Direto,Líder Direto,Telefone Fixo,Telefone Fixo,Telefone Fixo,Telefone Fixo,Número de Celular,Número de Celular,Número de Celular,Número de Celular,E-mail,E-mail,E-mail,E-mail,URL do Linkedin,URL do Linkedin,URL do Linkedin,URL do Linkedin,Instagram,Instagram,Instagram,Instagram,Endereço,Endereço,Endereço,Endereço,Canal Preferido,Canal Preferido,Canal Preferido,Canal Preferido,RG,RG,RG,RG,CPF,CPF,CPF,CPF,Estado Civil,Estado Civil,Estado Civil,Estado Civil,Profissão,Profissão,Profissão,Profissão,Idade,Idade,Idade,Idade,Sexo,Sexo,Sexo,Sexo,Data de Nascimento,Data de Nascimento,Data de Nascimento,Data de Nascimento
8200,8200,8200,8200,9200,9200,9200,9200,10200,10200,10200,10200,Francisca Rodrigues,Francisca Rodrigues,Francisca Rodrigues,Francisca Rodrigues,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Médio,Médio,Médio,Médio,17/05/2024,17/05/2024,17/05/2024,17/05/2024,17/05/2024,17/05/2024,17/05/2024,17/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Analista,Analista,Analista,Analista,Financeiro,Financeiro,Financeiro,Financeiro,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Coordenador,Coordenador,Coordenador,Coordenador,+55 (11) 3000-8172,+55 (11) 3000-8172,+55 (11) 3000-8172,+55 (11) 3000-8172,+55 (11) 98164-1653,+55 (11) 98164-1653,+55 (11) 98164-1653,+55 (11) 98164-1653,francisca.rodrigues@gmail.com,francisca.rodrigues@gmail.com,francisca.rodrigues@gmail.com,francisca.rodrigues@gmail.com,http://linkedin.com/in/franciscarodrigues,http://linkedin.com/in/franciscarodrigues,http://linkedin.com/in/franciscarodrigues,http://linkedin.com/in/franciscarodrigues,@franciscarodrigues,@franciscarodrigues,@franciscarodrigues,@franciscarodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,127772220,127772220,127772220,127772220,246.810.121-90,246.810.121-90,246.810.121-90,246.810.121-90,Separado,Separado,Separado,Separado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,354,354,354,354,Não Binário,Não Binário,Não Binário,Não Binário,21/03/1980,21/03/1980,21/03/1980,21/03/1980
2974,2974,2974,2974,3974,3974,3974,3974,4974,4974,4974,4974,Adriana Rodrigues,Adriana Rodrigues,Adriana Rodrigues,Adriana Rodrigues,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Médio,Médio,Médio,Médio,18/05/2024,18/05/2024,18/05/2024,18/05/2024,18/05/2024,18/05/2024,18/05/2024,18/05/2024,Coach,Coach,Coach,Coach,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Jurídico,Jurídico,Jurídico,Jurídico,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-9056,+55 (11) 3000-9056,+55 (11) 3000-9056,+55 (11) 3000-9056,+55 (11) 99984-2494,+55 (11) 99984-2494,+55 (11) 99984-2494,+55 (11) 99984-2494,adriana.rodrigues@gmail.com,adriana.rodrigues@gmail.com,adriana.rodrigues@gmail.com,adriana.rodrigues@gmail.com,http://linkedin.com/in/adrianarodrigues,http://linkedin.com/in/adrianarodrigues,http://linkedin.com/in/adrianarodrigues,http://linkedin.com/in/adrianarodrigues,@adrianarodrigues,@adrianarodrigues,@adrianarodrigues,@adrianarodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,444733679,444733679,444733679,444733679,357.951.486-52,357.951.486-52,357.951.486-52,357.951.486-52,Divorciado,Divorciado,Divorciado,Divorciado,Administrador,Administrador,Administrador,Administrador,49,49,49,49,Feminino,Feminino,Feminino,Feminino,22/03/1980,22/03/1980,22/03/1980,22/03/1980
4136,4136,4136,4136,5136,5136,5136,5136,6136,6136,6136,6136,Pedro Ferreira,Pedro Ferreira,Pedro Ferreira,Pedro Ferreira,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Alto,Alto,Alto,Alto,19/05/2024,19/05/2024,19/05/2024,19/05/2024,19/05/2024,19/05/2024,19/05/2024,19/05/2024,Coach,Coach,Coach,Coach,Usuário,Usuário,Usuário,Usuário,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Gerente,Gerente,Gerente,Gerente,Jurídico,Jurídico,Jurídico,Jurídico,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Head,Head,Head,Head,+55 (11) 3000-7622,+55 (11) 3000-7622,+55 (11) 3000-7622,+55 (11) 3000-7622,+55 (11) 99771-9431,+55 (11) 99771-9431,+55 (11) 99771-9431,+55 (11) 99771-9431,pedro.ferreira@gmail.com,pedro.ferreira@gmail.com,pedro.ferreira@gmail.com,pedro.ferreira@gmail.com,http://linkedin.com/in/pedroferreira,http://linkedin.com/in/pedroferreira,http://linkedin.com/in/pedroferreira,http://linkedin.com/in/pedroferreira,@pedroferreira,@pedroferreira,@pedroferreira,@pedroferreira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,158201193,158201193,158201193,158201193,123.456.789-09,123.456.789-09,123.456.789-09,123.456.789-09,Viúvo,Viúvo,Viúvo,Viúvo,Administrador,Administrador,Administrador,Administrador,21,21,21,21,Masculino,Masculino,Masculino,Masculino,23/03/1980,23/03/1980,23/03/1980,23/03/1980
1990,1990,1990,1990,2990,2990,2990,2990,3990,3990,3990,3990,Adriana Pereira,Adriana Pereira,Adriana Pereira,Adriana Pereira,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Baixo,Baixo,Baixo,Baixo,20/05/2024,20/05/2024,20/05/2024,20/05/2024,20/05/2024,20/05/2024,20/05/2024,20/05/2024,Coach,Coach,Coach,Coach,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,C-Level,C-Level,C-Level,C-Level,Tecnologia,Tecnologia,Tecnologia,Tecnologia,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,CEO,CEO,CEO,CEO,+55 (11) 3000-4920,+55 (11) 3000-4920,+55 (11) 3000-4920,+55 (11) 3000-4920,+55 (11) 99453-3594,+55 (11) 99453-3594,+55 (11) 99453-3594,+55 (11) 99453-3594,adriana.pereira@gmail.com,adriana.pereira@gmail.com,adriana.pereira@gmail.com,adriana.pereira@gmail.com,http://linkedin.com/in/adrianapereira,http://linkedin.com/in/adrianapereira,http://linkedin.com/in/adrianapereira,http://linkedin.com/in/adrianapereira,@adrianapereira,@adrianapereira,@adrianapereira,@adrianapereira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,200082623,200082623,200082623,200082623,987.654.321-00,987.654.321-00,987.654.321-00,987.654.321-00,Casado,Casado,Casado,Casado,Empreendedor,Empreendedor,Empreendedor,Empreendedor,49,49,49,49,Não Binário,Não Binário,Não Binário,Não Binário,24/03/1980,24/03/1980,24/03/1980,24/03/1980
7737,7737,7737,7737,8737,8737,8737,8737,9737,9737,9737,9737,Antônia Pereira,Antônia Pereira,Antônia Pereira,Antônia Pereira,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Médio,Médio,Médio,Médio,21/05/2024,21/05/2024,21/05/2024,21/05/2024,21/05/2024,21/05/2024,21/05/2024,21/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Gerente,Gerente,Gerente,Gerente,Vendas,Vendas,Vendas,Vendas,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Head,Head,Head,Head,+55 (11) 3000-3369,+55 (11) 3000-3369,+55 (11) 3000-3369,+55 (11) 3000-3369,+55 (11) 98785-4122,+55 (11) 98785-4122,+55 (11) 98785-4122,+55 (11) 98785-4122,antônia.pereira@gmail.com,antônia.pereira@gmail.com,antônia.pereira@gmail.com,antônia.pereira@gmail.com,http://linkedin.com/in/antôniapereira,http://linkedin.com/in/antôniapereira,http://linkedin.com/in/antôniapereira,http://linkedin.com/in/antôniapereira,@antôniapereira,@antôniapereira,@antôniapereira,@antôniapereira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,464938258,464938258,464938258,464938258,456.789.123-64,456.789.123-64,456.789.123-64,456.789.123-64,Divorciado,Divorciado,Divorciado,Divorciado,Economista,Economista,Economista,Economista,55,55,55,55,Não Binário,Não Binário,Não Binário,Não Binário,25/03/1980,25/03/1980,25/03/1980,25/03/1980
5447,5447,5447,5447,6447,6447,6447,6447,7447,7447,7447,7447,Juliana Ferreira,Juliana Ferreira,Juliana Ferreira,Juliana Ferreira,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,22/05/2024,22/05/2024,22/05/2024,22/05/2024,22/05/2024,22/05/2024,22/05/2024,22/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,C-Level,C-Level,C-Level,C-Level,Financeiro,Financeiro,Financeiro,Financeiro,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,CEO,CEO,CEO,CEO,+55 (11) 3000-7180,+55 (11) 3000-7180,+55 (11) 3000-7180,+55 (11) 3000-7180,+55 (11) 98932-6272,+55 (11) 98932-6272,+55 (11) 98932-6272,+55 (11) 98932-6272,juliana.ferreira@gmail.com,juliana.ferreira@gmail.com,juliana.ferreira@gmail.com,juliana.ferreira@gmail.com,http://linkedin.com/in/julianaferreira,http://linkedin.com/in/julianaferreira,http://linkedin.com/in/julianaferreira,http://linkedin.com/in/julianaferreira,@julianaferreira,@julianaferreira,@julianaferreira,@julianaferreira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,350785761,350785761,350785761,350785761,321.654.987-91,321.654.987-91,321.654.987-91,321.654.987-91,Divorciado,Divorciado,Divorciado,Divorciado,Administrador,Administrador,Administrador,Administrador,42,42,42,42,Feminino,Feminino,Feminino,Feminino,26/03/1980,26/03/1980,26/03/1980,26/03/1980
5440,5440,5440,5440,6440,6440,6440,6440,7440,7440,7440,7440,Márcia Gomes,Márcia Gomes,Márcia Gomes,Márcia Gomes,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Médio,Médio,Médio,Médio,23/05/2024,23/05/2024,23/05/2024,23/05/2024,23/05/2024,23/05/2024,23/05/2024,23/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Gerente,Gerente,Gerente,Gerente,Jurídico,Jurídico,Jurídico,Jurídico,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Head,Head,Head,Head,+55 (11) 3000-2633,+55 (11) 3000-2633,+55 (11) 3000-2633,+55 (11) 3000-2633,+55 (11) 99077-8486,+55 (11) 99077-8486,+55 (11) 99077-8486,+55 (11) 99077-8486,márcia.gomes@gmail.com,márcia.gomes@gmail.com,márcia.gomes@gmail.com,márcia.gomes@gmail.com,http://linkedin.com/in/márciagomes,http://linkedin.com/in/márciagomes,http://linkedin.com/in/márciagomes,http://linkedin.com/in/márciagomes,@márciagomes,@márciagomes,@márciagomes,@márciagomes,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,180346223,180346223,180346223,180346223,654.321.789-82,654.321.789-82,654.321.789-82,654.321.789-82,Separado,Separado,Separado,Separado,Administrador,Administrador,Administrador,Administrador,59,59,59,59,Masculino,Masculino,Masculino,Masculino,27/03/1980,27/03/1980,27/03/1980,27/03/1980
8865,8865,8865,8865,9865,9865,9865,9865,10865,10865,10865,10865,Maria Pereira,Maria Pereira,Maria Pereira,Maria Pereira,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Baixo,Baixo,Baixo,Baixo,24/05/2024,24/05/2024,24/05/2024,24/05/2024,24/05/2024,24/05/2024,24/05/2024,24/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,C-Level,C-Level,C-Level,C-Level,Jurídico,Jurídico,Jurídico,Jurídico,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,CEO,CEO,CEO,CEO,+55 (11) 3000-2121,+55 (11) 3000-2121,+55 (11) 3000-2121,+55 (11) 3000-2121,+55 (11) 98480-5708,+55 (11) 98480-5708,+55 (11) 98480-5708,+55 (11) 98480-5708,maria.pereira@gmail.com,maria.pereira@gmail.com,maria.pereira@gmail.com,maria.pereira@gmail.com,http://linkedin.com/in/mariapereira,http://linkedin.com/in/mariapereira,http://linkedin.com/in/mariapereira,http://linkedin.com/in/mariapereira,@mariapereira,@mariapereira,@mariapereira,@mariapereira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,916440738,916440738,916440738,916440738,159.357.486-06,159.357.486-06,159.357.486-06,159.357.486-06,Viúvo,Viúvo,Viúvo,Viúvo,Empreendedor,Empreendedor,Empreendedor,Empreendedor,37,37,37,37,Masculino,Masculino,Masculino,Masculino,28/03/1980,28/03/1980,28/03/1980,28/03/1980
7057,7057,7057,7057,8057,8057,8057,8057,9057,9057,9057,9057,Ana Ferreira,Ana Ferreira,Ana Ferreira,Ana Ferreira,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,25/05/2024,25/05/2024,25/05/2024,25/05/2024,25/05/2024,25/05/2024,25/05/2024,25/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Gerente,Gerente,Gerente,Gerente,Tecnologia,Tecnologia,Tecnologia,Tecnologia,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Head,Head,Head,Head,+55 (11) 3000-9702,+55 (11) 3000-9702,+55 (11) 3000-9702,+55 (11) 3000-9702,+55 (11) 98843-3950,+55 (11) 98843-3950,+55 (11) 98843-3950,+55 (11) 98843-3950,ana.ferreira@gmail.com,ana.ferreira@gmail.com,ana.ferreira@gmail.com,ana.ferreira@gmail.com,http://linkedin.com/in/anaferreira,http://linkedin.com/in/anaferreira,http://linkedin.com/in/anaferreira,http://linkedin.com/in/anaferreira,@anaferreira,@anaferreira,@anaferreira,@anaferreira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,765408938,765408938,765408938,765408938,246.810.121-90,246.810.121-90,246.810.121-90,246.810.121-90,Solteiro,Solteiro,Solteiro,Solteiro,Empreendedor,Empreendedor,Empreendedor,Empreendedor,47,47,47,47,Não Binário,Não Binário,Não Binário,Não Binário,29/03/1980,29/03/1980,29/03/1980,29/03/1980
4713,4713,4713,4713,5713,5713,5713,5713,6713,6713,6713,6713,João Pereira,João Pereira,João Pereira,João Pereira,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Baixo,Baixo,Baixo,Baixo,26/05/2024,26/05/2024,26/05/2024,26/05/2024,26/05/2024,26/05/2024,26/05/2024,26/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,C-Level,C-Level,C-Level,C-Level,Vendas,Vendas,Vendas,Vendas,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,CEO,CEO,CEO,CEO,+55 (11) 3000-3588,+55 (11) 3000-3588,+55 (11) 3000-3588,+55 (11) 3000-3588,+55 (11) 98151-8237,+55 (11) 98151-8237,+55 (11) 98151-8237,+55 (11) 98151-8237,joão.pereira@gmail.com,joão.pereira@gmail.com,joão.pereira@gmail.com,joão.pereira@gmail.com,http://linkedin.com/in/joãopereira,http://linkedin.com/in/joãopereira,http://linkedin.com/in/joãopereira,http://linkedin.com/in/joãopereira,@joãopereira,@joãopereira,@joãopereira,@joãopereira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,841218491,841218491,841218491,841218491,357.951.486-52,357.951.486-52,357.951.486-52,357.951.486-52,Solteiro,Solteiro,Solteiro,Solteiro,Administrador,Administrador,Administrador,Administrador,48,48,48,48,Masculino,Masculino,Masculino,Masculino,30/03/1980,30/03/1980,30/03/1980,30/03/1980
4838,4838,4838,4838,5838,5838,5838,5838,6838,6838,6838,6838,Patrícia Rodrigues,Patrícia Rodrigues,Patrícia Rodrigues,Patrícia Rodrigues,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,27/05/2024,27/05/2024,27/05/2024,27/05/2024,27/05/2024,27/05/2024,27/05/2024,27/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Signatário,Signatário,Signatário,Signatário,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Gerente,Gerente,Gerente,Gerente,Jurídico,Jurídico,Jurídico,Jurídico,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Head,Head,Head,Head,+55 (11) 3000-7484,+55 (11) 3000-7484,+55 (11) 3000-7484,+55 (11) 3000-7484,+55 (11) 98562-1132,+55 (11) 98562-1132,+55 (11) 98562-1132,+55 (11) 98562-1132,patrícia.rodrigues@gmail.com,patrícia.rodrigues@gmail.com,patrícia.rodrigues@gmail.com,patrícia.rodrigues@gmail.com,http://linkedin.com/in/patríciarodrigues,http://linkedin.com/in/patríciarodrigues,http://linkedin.com/in/patríciarodrigues,http://linkedin.com/in/patríciarodrigues,@patríciarodrigues,@patríciarodrigues,@patríciarodrigues,@patríciarodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,932945529,932945529,932945529,932945529,123.456.789-09,123.456.789-09,123.456.789-09,123.456.789-09,Solteiro,Solteiro,Solteiro,Solteiro,Empreendedor,Empreendedor,Empreendedor,Empreendedor,57,57,57,57,Feminino,Feminino,Feminino,Feminino,31/03/1980,31/03/1980,31/03/1980,31/03/1980
7223,7223,7223,7223,8223,8223,8223,8223,9223,9223,9223,9223,Lucas Rodrigues,Lucas Rodrigues,Lucas Rodrigues,Lucas Rodrigues,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,28/05/2024,28/05/2024,28/05/2024,28/05/2024,28/05/2024,28/05/2024,28/05/2024,28/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Gerente,Gerente,Gerente,Gerente,Vendas,Vendas,Vendas,Vendas,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Head,Head,Head,Head,+55 (11) 3000-6977,+55 (11) 3000-6977,+55 (11) 3000-6977,+55 (11) 3000-6977,+55 (11) 99499-3153,+55 (11) 99499-3153,+55 (11) 99499-3153,+55 (11) 99499-3153,lucas.rodrigues@gmail.com,lucas.rodrigues@gmail.com,lucas.rodrigues@gmail.com,lucas.rodrigues@gmail.com,http://linkedin.com/in/lucasrodrigues,http://linkedin.com/in/lucasrodrigues,http://linkedin.com/in/lucasrodrigues,http://linkedin.com/in/lucasrodrigues,@lucasrodrigues,@lucasrodrigues,@lucasrodrigues,@lucasrodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,288592093,288592093,288592093,288592093,987.654.321-00,987.654.321-00,987.654.321-00,987.654.321-00,Divorciado,Divorciado,Divorciado,Divorciado,Gerente,Gerente,Gerente,Gerente,50,50,50,50,Feminino,Feminino,Feminino,Feminino,01/04/1980,01/04/1980,01/04/1980,01/04/1980
7674,7674,7674,7674,8674,8674,8674,8674,9674,9674,9674,9674,Maria Santos,Maria Santos,Maria Santos,Maria Santos,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,29/05/2024,29/05/2024,29/05/2024,29/05/2024,29/05/2024,29/05/2024,29/05/2024,29/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Gerente,Gerente,Gerente,Gerente,Jurídico,Jurídico,Jurídico,Jurídico,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Head,Head,Head,Head,+55 (11) 3000-4696,+55 (11) 3000-4696,+55 (11) 3000-4696,+55 (11) 3000-4696,+55 (11) 99761-7511,+55 (11) 99761-7511,+55 (11) 99761-7511,+55 (11) 99761-7511,maria.santos@gmail.com,maria.santos@gmail.com,maria.santos@gmail.com,maria.santos@gmail.com,http://linkedin.com/in/mariasantos,http://linkedin.com/in/mariasantos,http://linkedin.com/in/mariasantos,http://linkedin.com/in/mariasantos,@mariasantos,@mariasantos,@mariasantos,@mariasantos,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,383960237,383960237,383960237,383960237,456.789.123-64,456.789.123-64,456.789.123-64,456.789.123-64,Divorciado,Divorciado,Divorciado,Divorciado,Gerente,Gerente,Gerente,Gerente,42,42,42,42,Não Binário,Não Binário,Não Binário,Não Binário,02/04/1980,02/04/1980,02/04/1980,02/04/1980
9199,9199,9199,9199,10199,10199,10199,10199,11199,11199,11199,11199,Juliana Silva,Juliana Silva,Juliana Silva,Juliana Silva,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Baixo,Baixo,Baixo,Baixo,30/05/2024,30/05/2024,30/05/2024,30/05/2024,30/05/2024,30/05/2024,30/05/2024,30/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,C-Level,C-Level,C-Level,C-Level,Jurídico,Jurídico,Jurídico,Jurídico,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,CEO,CEO,CEO,CEO,+55 (11) 3000-4626,+55 (11) 3000-4626,+55 (11) 3000-4626,+55 (11) 3000-4626,+55 (11) 99326-2035,+55 (11) 99326-2035,+55 (11) 99326-2035,+55 (11) 99326-2035,juliana.silva@gmail.com,juliana.silva@gmail.com,juliana.silva@gmail.com,juliana.silva@gmail.com,http://linkedin.com/in/julianasilva,http://linkedin.com/in/julianasilva,http://linkedin.com/in/julianasilva,http://linkedin.com/in/julianasilva,@julianasilva,@julianasilva,@julianasilva,@julianasilva,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,250084428,250084428,250084428,250084428,321.654.987-91,321.654.987-91,321.654.987-91,321.654.987-91,Casado,Casado,Casado,Casado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,33,33,33,33,Não Binário,Não Binário,Não Binário,Não Binário,03/04/1980,03/04/1980,03/04/1980,03/04/1980
